이름,플랫폼,작가,그림,장르,상태,요일,조회수,좋아요,총화수,무료,무료주기,줄거리,키워드,첫화링크
관존 이강진,kakaowebtoon,노경찬,송윤달,액션/무협,연재,목,"5,560.8만",183.2만,149,107,1일마다 무료,미친놈인가?아니면 흔한 관심종자인가?사람의 다름을 이해 못 하는 제자 이강진그리고 그걸 이해시켜주고자 하는 스승 곽노두 사제師弟의 따뜻한 휴먼스토리,"역동적인,압도되는,액션/무협,성장물",https://webtoon.kakao.com/content/%EA%B4%80%EC%A1%B4-%EC%9D%B4%EA%B0%95%EC%A7%84/2155
가족들이 나한테 집착한다,kakaowebtoon,치크밀,하냑,로맨스 판타지,완결,1일마다 무료,452만,15만,105,3,1일마다 무료,"용사 데보타는 교황 마죠레의 손아귀에서 자라 평생 말 한 번 편히 한 적이 없이 걸핏하면 체벌을 당하고, 마왕을 처치한 뒤에는 잔인하게 살해당하기까지 했다 이에 주신은 데보타를 이번에는 행복하게 살라며 환생을 허락한다 그런데 이게 뭐람 귀족 집안의 외동딸로 다시 태어나도 모자란 판국에 세속에 찌든 악인이 운영하는 고아원 신세라니 이렇게 된 이상 억울해서 복수라도 해야만 한다 데보타는 전생의 복수를 결심하며 다이아로서의 삶을 살아가고, 그런 다이아에게 뜻밖의 입양을 제안하는 이가 찾아온다입양을 제안한 가문은 제국의 방패라 불리는 레오카디아 가문 처음엔 경계하던 다이아도 서서히 그들을 가족으로 받아들이며 마음의 문을 열기 시작한다 그런데……""언니가 딱 한 번만 안아 보면 안 될까?""""엄마가 더 좋니, 아니면 아빠가 더 좋니?""""오빠라고 불러줘, 다이아""이 가족, 사랑이 과하다과해도 너무 과하다하루가 다르게 애정을 표하는 레오카디아 공작가 사람들 덕분에복수는 고사하고 한눈에 반한 렐과의 연애전선에도 차질이 생긴다 와중에 제국을 드리우는 어두운 그림자와 교황을 향한 복수를 위해 고군분투하는 다이아 다이아의 2회차 인생은 과연 무사할까?","귀여운,따뜻한,로맨스판타지,육아물",https://webtoon.kakao.com/content/%EA%B0%80%EC%A1%B1%EB%93%A4%EC%9D%B4-%EB%82%98%ED%95%9C%ED%85%8C-%EC%A7%91%EC%B0%A9%ED%95%9C%EB%8B%A4/2780
후회 남편을 고쳐 쓰겠습니다,kakaowebtoon,이리태,까옹,로맨스 판타지,완결,15,202만,6.6만,65,3,1일마다 무료,"“후회남이랑 안 이어지면 후회남 태그 붙이지 말란 말이야”소설 결말을 보고 절규하다 잠들었을 뿐인데, 후회 남편을 버리고 재혼길 걷는 여주인공에게 빙의했다그런데 내 취향은 후회남이다“이렇게 된 거 최애를 개조해야겠군”눈새 최애는 내가 고친다본격 침대에서부터 시작하는 후회 남편 고쳐 쓰기 프로젝트“일단 날 방해하는 시댁 악역들부터 정리해 볼까?”","설레는,궁금하게하는,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%ED%9B%84%ED%9A%8C-%EB%82%A8%ED%8E%B8%EC%9D%84-%EA%B3%A0%EC%B3%90-%EC%93%B0%EA%B2%A0%EC%8A%B5%EB%8B%88%EB%8B%A4/3514
쌍둥이 전하들의 가정교사입니다,kakaowebtoon,헤빈즈,헤빈즈,로맨스 판타지,연재,월,66.4만,2.7만,30,3,1일마다 무료,"전생엔 초등교사, 현생엔 가정교사인생 2회 차인 세라 포포는 전생의 경험을 살려귀족 자제들을 대상으로 고액 가정교사 일을 하는 중이었다목표는 건물주그러던 어느 날,제국의 황제가 찾아왔다“포포 양께서 제 동생들의 가정교사를 맡아주면 좋겠어요”물 폭탄, 밀가루 폭탄, 벌레 공격 등온갖 악질 장난은 다 한다고 악명이 자자한 쌍둥이 전하들의가정교사가 되어 달라는 무시무시한 제안을 하기 위해달콤하기 짝이 없는 고액을 곁들인,그 악마의 제안이 세라의 인생을 뒤흔들었다","귀여운,발랄한,로맨스판타지,육아물",https://webtoon.kakao.com/content/%EC%8C%8D%EB%91%A5%EC%9D%B4-%EC%A0%84%ED%95%98%EB%93%A4%EC%9D%98-%EA%B0%80%EC%A0%95%EA%B5%90%EC%82%AC%EC%9E%85%EB%8B%88%EB%8B%A4/3990
소설 속 엑스트라,kakaowebtoon,캐롯스튜디오,캐롯스튜디오,학원/판타지,시즌완결,화,534.2만,23.5만,99,3,1일마다 무료,"""나는 누구지?""이 세상은 내가 쓴 소설그러나 나는 단 한 번도 쓴 적 없는 인물이 되었다얼굴은 물음표에다,소설 속 그 누구와도 접점이 없는,아무도 기억 못할 그런 인물영웅 아카데미에 입학한 엑스트라, 아니 소설 속 먼지가 살아남는 법남은 소설 분량까지 버텨야 한다","압도되는,통쾌한,학원/판타지,성공성장물",https://webtoon.kakao.com/content/%EC%86%8C%EC%84%A4-%EC%86%8D-%EC%97%91%EC%8A%A4%ED%8A%B8%EB%9D%BC/2953
왕의 공녀,kakaowebtoon,"최노끼, 구당","잇뱀, 이삼삼",로맨스 판타지,연재,금,240만,8.4만,200,3,3시간마다 무료,"[ 마계에 공물로 바친다 ] 시리어스 제국에 떨어진 갑작스러운 황명영문을 알 수 없는 신탁 때문에 귀족 여인 500명은 순식간에 마계의 공물로, 악마의 소굴 한가운데 떨어진다 그곳에서 제국의 공녀 '루피아 엘 세느안트' 는 너무나 아름다운 악마 '이디스' 를 만난다 언젠가 반드시 따뜻한 가족들의 품으로 돌아가리라 다짐하지만 시간이 지날수록 루피아는 점점 마계의 왕, 이디스에게 마음을 빼앗기게 되는데'공녀' 들을 둘러싸고 마계와 중간계, 천계의 상황은 시시각각걷잡을 수 없이 번져간다","궁금하게하는,설레는,로맨스판타지,가상시대물",https://webtoon.kakao.com/content/%EC%99%95%EC%9D%98-%EA%B3%B5%EB%85%80/2537
다른 세계에서 주워왔습니다,kakaowebtoon,가비뚜,가비뚜,학원/판타지,시즌완결,목,279.2만,8.9만,226,3,2일마다 무료,"낯선 곳에서 눈을 떴다 폐허가 된 주변, 뼈만 남겨진 군인의 시체 이곳은 멸망한 서울 이대로 멸망한 세계처럼 되는 건 시간문제? 다른 세계에서 단서를 찾아, 멸망을 막아야 한다","몰입되는,개성있는,학원/판타지,차원이동물",https://webtoon.kakao.com/content/%EB%8B%A4%EB%A5%B8-%EC%84%B8%EA%B3%84%EC%97%90%EC%84%9C-%EC%A3%BC%EC%9B%8C%EC%99%94%EC%8A%B5%EB%8B%88%EB%8B%A4/2408
잠만 자도 랭커,kakaowebtoon,천진희,천진희,학원/판타지,연재,목,568.8만,18.2만,116,3,3시간마다 무료,"“언니, 30초쯤 쉰 거 맞지? 내 착각 아니지?""“……응”15시간 사냥한 뒤 잠깐 쉬자고 하더니 30초 만에 다시 일어나 사냥을 시작한 현성사실 현성에게는 특별한 스킬이 있다[타나노스의 기면증 스킬이 발동됩니다][강제로 수면 상태에 빠지게 됩니다]한숨 자고 일어났더니 아이템을 얻는다?신(GOD) 등급 직업, 타나노스의 후예 멈추지 않는 현성의 호쾌한 행보를 주목하라","통쾌한,몰입되는,학원/판타지,레벨업물",https://webtoon.kakao.com/content/%EC%9E%A0%EB%A7%8C-%EC%9E%90%EB%8F%84-%EB%9E%AD%EC%BB%A4/2858
그래서 나는 폐태자와 결혼했다,kakaowebtoon,산하,이음,로맨스 판타지,연재,목,184.9만,6만,58,3,1일마다 무료,"연인에게 배신 당하고 아이까지 빼앗긴 내게 두 번째 기회가 주어졌다‘모든 걸 갚아주겠어’나를 기만한 연인과 그의 정부를 나락에 빠뜨리고내게 이용만 당했던 바보같이 착한 남편은 꽃길만 걷게 하리라그런데 언제부터일까모든 일이 꼬이기 시작한 것은“부디, 사랑하는 분과 행복하시길”“부인께서는 제가 다른 여인과 만나기를 바란다는 겁니까?”은혜 갚는 까치가 되어 재산도 불려줘이혼까지 해주겠다는데 화를 내는 남편과“여왕님, 좋아한다는 헛소리 안 할 테니까 나한테서 도망만 가지 마”제 흥미로만 움직일 땐 언제고 절절 매달리는 제국 제일의 암살자까지'다들 왜 이러는 거야 난 타국으로 도망가 평화로운 삶을 영위하고 싶다고'이 도주극 무사히 끝낼 수 있을까?","몰입되는,압도되는,로맨스판타지,회귀물",https://webtoon.kakao.com/content/%EA%B7%B8%EB%9E%98%EC%84%9C-%EB%82%98%EB%8A%94-%ED%8F%90%ED%83%9C%EC%9E%90%EC%99%80-%EA%B2%B0%ED%98%BC%ED%96%88%EB%8B%A4/3438
제가 어딘가 빙의를 한 것 같은데요,kakaowebtoon,GB,공효,로맨스 판타지,시즌완결,목,169.8만,5.9만,40,3,1일마다 무료,"각박한 현실도 거지 같은데, 그 끝이 과로사라니이럴 거면 연애나 잔뜩 할걸 후회하기도 잠시,어라 거울 속 당신은 누구신가요?조금 당황스럽긴 하지만 이 몸 엄청 예쁘잖아로맨스 판타지 소설에 빙의된 것 같은데이왕 이렇게 된 거 탱자 탱자 놀며 로맨스나 즐겨볼까?'그런데 어느 책에 빙의한 거지?'북부 대공과 소꿉친구가 나오는 작품만 수십 권,흑발 남주와 금발 여주는 셀 수 없을 만큼 읽었는데,아~ 모르겠다 일단 남캐들부터 공략해 보자""저는 이미 결혼이 약속된 여성이 있습니다""""나 서부 경비대에 자원했어 몇 년간 만날 수 없을 거야""뭐야, 이거 로판 맞아? 왜 다 도망가는 거야?애초에 나 여주에 빙의한 건 맞니?대체 이게 무슨 소설이냐고<제가 어딘가 빙의를 한 것 같은데요>","귀여운,웃기는,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EC%A0%9C%EA%B0%80-%EC%96%B4%EB%94%98%EA%B0%80-%EB%B9%99%EC%9D%98%EB%A5%BC-%ED%95%9C-%EA%B2%83-%EA%B0%99%EC%9D%80%EB%8D%B0%EC%9A%94/3734
"그 남자는 제 친오빠인데요, 공작님",kakaowebtoon,조이,조이,로맨스 판타지,완결,1일마다 무료,197.3만,8만,80,3,1일마다 무료,"판타지소설 속 남주의 여동생 '아스텔'에 빙의했다 가문이 멸문 당하고 결국 자신과 오빠조차도 비참한 죽음을 당하고야 마는데…하지만 난 소설 내용을 알고 있다그렇다면 내 손으로 새로운 운명을 직접 그려나갈 수 있지 않을까비록 결말까지 진짜 흑막의 정체는 밝혀지지 않았지만 흑막의 첩자들이 흘러 들어갔다던 아나이스 공작성 그곳에 단서가 있을 거야 무슨 일이 있어도 그곳으로 침입해오빠와 나의 결말을 바꾸는 거야 1단계, 아나이스 공작의 생명의 은인이 되어 공작성에 침입한다 → 성공 2단계, 공작성에 들어가 공작의 반려 각인자가 된다? → 예측 불허의 상황 21단계, 불안한 각인을 위해 공작과 스킨십을 해야 한다? → 예측 불허의 상황222 → 두근두근설렘?  공작성에서 정보를 캐내고 흑막도 찾아야 하는데,최종 흑막일지도 모르는 아나이스 공작님한테 이렇게 두근거리면 되겠어? 심지어 공작님은 오빠를 나의 연인(?)으로 오해하는데? 아스텔의 최종 흑막을 찾기 위한 오해투성이 사랑스러운 복수극이 시작된다 ","귀여운,설레는,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EA%B7%B8-%EB%82%A8%EC%9E%90%EB%8A%94-%EC%A0%9C-%EC%B9%9C%EC%98%A4%EB%B9%A0%EC%9D%B8%EB%8D%B0%EC%9A%94-%EA%B3%B5%EC%9E%91%EB%8B%98/3143
